ClipID,Blinking,Smiling,Head Movement,Boredom,Engagement,Confusion,Frustration,EngagementLevel,GenerativeTimer,EngagementCounter,Directory,PredictedEngagementLevel
1100042018,0,0,0,0,2,0,0,1,190,20,110004,1
1100042019,0,0,0,0,3,0,0,1,200,30,110004,1
1100042020,1,0,0,0,3,0,0,1,210,40,110004,1
1100042023,0,0,0,3,1,1,0,0,220,0,110004,1
1100042024,1,0,0,2,2,1,0,0,230,0,110004,1
1100042025,1,0,0,1,2,0,0,1,240,10,110004,1
1100042026,1,0,0,2,1,1,0,0,250,0,110004,1
1100042029,0,0,0,0,3,1,0,1,260,10,110004,1
1100042030,1,1,0,0,2,1,0,1,270,20,110004,1
1100042031,1,3,0,2,3,2,0,0,280,0,110004,1
1100042034,0,0,0,1,2,0,0,1,290,10,110004,1
1100042040,1,0,1,1,2,0,0,1,300,20,110004,1
1100042041,0,0,0,0,3,0,0,1,310,30,110004,1
1100042058,0,0,0,1,2,2,0,0,320,0,110004,1
1100042059,3,0,0,2,2,0,1,0,330,0,110004,1
1100042060,1,0,0,2,2,0,0,1,340,10,110004,1
1100051002,2,0,0,1,2,0,0,1,10,10,110005,1
1100051004,0,0,0,2,2,3,1,0,20,0,110005,1
1100051006,1,0,0,2,2,1,1,0,30,0,110005,1
1100051007,0,0,0,2,1,2,1,0,40,0,110005,1
1100051008,1,0,0,2,2,2,0,0,50,0,110005,1
1100051009,0,0,0,2,2,0,0,1,60,10,110005,1
1100051011,2,4,0,1,2,0,0,1,70,20,110005,1
1100051012,0,0,0,1,2,0,0,1,80,30,110005,1
1100051013,4,3,0,2,2,0,0,1,90,40,110005,1
1100051014,1,1,0,1,2,0,0,1,100,50,110005,1
1100051016,1,1,0,2,1,2,0,0,110,0,110005,1
1100051017,1,1,0,2,2,1,2,0,120,0,110005,1
1100051019,0,0,0,2,3,1,0,1,130,10,110005,1
1100051020,1,1,0,1,2,1,0,1,140,20,110005,1
1100051021,1,0,0,2,2,2,0,0,150,0,110005,1
1100051022,0,0,0,2,2,0,0,1,160,10,110005,1
1100051023,0,0,0,1,2,0,0,1,170,20,110005,1
1100051024,1,1,0,2,2,1,1,0,180,0,110005,1
1100051025,2,1,0,2,2,2,0,0,190,0,110005,1
1100051026,2,1,0,2,2,1,0,0,200,0,110005,1
1100051028,0,0,0,2,2,0,0,1,210,10,110005,1
1100051029,2,4,1,2,2,0,0,1,220,20,110005,1
1100051030,0,0,1,2,1,0,0,0,230,0,110005,1
1100051031,1,1,1,2,1,0,0,0,240,0,110005,1
1100051032,0,0,0,1,3,1,0,1,250,10,110005,1
1100051033,0,0,0,2,2,0,0,1,260,20,110005,1
1100051034,1,3,0,2,2,2,0,0,270,0,110005,1
1100051035,0,0,0,2,2,1,0,0,280,0,110005,1
1100051036,1,0,0,2,2,2,1,0,290,0,110005,1
1100051037,0,0,0,2,2,0,2,0,300,0,110005,1
1100051039,1,0,0,2,2,2,3,0,310,0,110005,1
1100051041,1,0,0,1,3,0,0,1,320,10,110005,1
1100051042,1,1,0,2,2,2,0,0,330,0,110005,1
1100051044,0,0,0,0,2,0,0,1,340,10,110005,1
1100051045,0,0,0,1,3,1,0,1,350,20,110005,1
1100051046,0,0,0,0,2,0,0,1,360,30,110005,1
1100051048,0,0,0,2,2,0,0,1,370,40,110005,1
1100051049,0,0,0,2,2,0,0,1,380,50,110005,1
1100051050,0,0,0,0,3,0,0,1,390,60,110005,1
1100051051,1,0,0,1,2,0,0,1,400,70,110005,1
1100051052,0,0,0,1,2,1,1,0,410,0,110005,1
1100051053,0,0,0,2,1,0,0,0,420,0,110005,1
1100051054,0,0,0,2,2,0,0,1,430,10,110005,1
1100051055,1,1,0,0,2,0,1,1,440,20,110005,1
1100051056,0,0,0,1,2,1,1,0,450,0,110005,1
1100051057,1,0,0,2,3,2,0,0,460,0,110005,1
1100051059,0,0,0,0,3,1,0,1,470,10,110005,1
1100051061,1,1,0,2,2,0,0,1,480,20,110005,1
1100051062,1,0,0,2,3,2,0,0,490,0,110005,1
1100051064,0,0,0,2,3,0,0,1,500,10,110005,1
1100051065,1,0,0,2,2,0,0,1,510,20,110005,1
1100051066,2,3,0,3,3,2,0,0,520,0,110005,1
1100051067,3,0,0,2,3,2,1,0,530,0,110005,1
1100051068,1,1,0,1,3,1,0,1,540,10,110005,1
1100051071,1,0,2,0,3,0,0,1,550,20,110005,1
1100051076,0,0,0,2,2,0,0,1,560,30,110005,1
1100051078,1,0,0,0,2,0,1,1,570,40,110005,1
1100051079,2,0,0,0,3,0,0,1,580,50,110005,1
1100052001,3,1,0,2,2,0,1,0,590,0,110005,1
1100052002,2,0,1,1,2,1,0,1,600,10,110005,1
1100052006,1,1,0,2,2,0,0,1,610,20,110005,1
1100052007,6,0,0,1,2,1,0,1,620,30,110005,1
1100052008,2,1,0,0,3,0,0,1,630,40,110005,1
1100052009,4,3,0,0,2,0,0,1,640,50,110005,1
1100052014,2,1,0,3,1,0,0,0,650,0,110005,1
1100052023,4,2,0,1,2,1,1,0,660,0,110005,1
1100052024,3,3,0,1,2,0,0,1,670,10,110005,1
1100052026,3,2,0,1,2,0,0,1,680,20,110005,1
1100052027,2,0,0,2,2,0,0,1,690,30,110005,1
1100052028,2,0,0,2,3,0,0,1,700,40,110005,1
1100052030,0,0,0,2,2,1,0,0,710,0,110005,1
1100052031,3,0,0,1,2,0,0,1,720,10,110005,1
1100052032,5,0,0,1,2,0,1,1,730,20,110005,1
1100052033,2,0,0,1,2,0,0,1,740,30,110005,1
1100052035,0,0,0,0,2,0,0,1,750,40,110005,1
1100052036,0,0,0,1,2,0,1,1,760,50,110005,1
1100052037,0,0,0,2,2,0,0,1,770,60,110005,1
1100052038,1,0,0,2,2,0,0,1,780,70,110005,1
1100052039,0,2,0,1,2,0,0,1,790,80,110005,1
1100052040,5,2,0,2,3,1,0,1,800,90,110005,1
1100052041,2,1,0,2,2,0,0,1,810,100,110005,1
1100052047,2,1,0,1,2,0,0,1,820,110,110005,1
1100052048,1,0,0,2,2,0,0,1,830,120,110005,1
1100052049,3,1,0,0,2,0,0,1,840,130,110005,1
1100052051,3,4,0,2,2,2,3,0,850,0,110005,1
1100052055,2,0,0,1,2,0,0,1,860,10,110005,1
1100052057,0,0,0,3,2,0,0,0,870,0,110005,1
1100052060,3,1,0,0,3,0,0,1,880,10,110005,1
1100052061,2,2,0,1,2,1,1,0,890,0,110005,1
1100052062,4,4,0,3,2,0,1,0,900,0,110005,1
1100052065,4,4,0,2,3,0,0,1,910,10,110005,1
1100052068,2,0,0,3,2,2,0,0,920,0,110005,1
1100052070,5,1,0,1,2,0,1,1,930,10,110005,1
1100061009,1,1,0,0,3,0,0,1,10,10,110006,1
1100061010,2,0,0,1,3,0,0,1,20,20,110006,1
1100061011,0,0,0,0,3,0,0,1,30,30,110006,1
1100061012,0,5,0,0,2,0,0,1,40,40,110006,1
1100061013,0,0,0,1,3,0,0,1,50,50,110006,1
1100061015,0,0,1,3,2,0,0,0,60,0,110006,1
1100061016,1,0,4,0,2,0,0,1,70,10,110006,1
1100061018,0,0,0,2,2,0,0,1,80,20,110006,1
1100061019,1,1,2,0,2,0,0,1,90,30,110006,1
1100061022,1,0,8,0,3,0,0,1,100,40,110006,1
1100061023,0,0,2,0,2,0,0,1,110,50,110006,1
1100061025,1,0,3,2,2,0,0,1,120,60,110006,1
1100061027,0,0,0,0,3,0,0,1,130,70,110006,1
1100061028,1,1,0,1,2,0,0,1,140,80,110006,1
1100061030,2,0,0,0,2,0,0,1,150,90,110006,1
1100061031,0,4,0,0,2,0,0,1,160,100,110006,1
1100061032,0,0,2,0,2,0,0,1,170,110,110006,1
1100061033,0,0,0,0,3,0,0,1,180,120,110006,1
1100061034,0,0,0,0,2,0,0,1,190,130,110006,1
1100061035,2,0,6,0,2,0,0,1,200,140,110006,1
1100061036,0,0,4,1,3,0,0,1,210,150,110006,1
1100061038,0,1,0,0,3,0,0,1,220,160,110006,1
1100061039,0,0,0,0,2,0,0,1,230,170,110006,1
1100061040,0,0,0,0,3,0,0,1,240,180,110006,1
1100061042,1,0,5,0,3,0,0,1,250,190,110006,0
1100061043,0,0,3,0,3,0,0,1,260,200,110006,1
1100061044,1,0,0,0,2,0,0,1,270,210,110006,1
1100061046,0,0,0,0,3,0,0,1,280,220,110006,1
1100061047,2,0,4,0,3,0,0,1,290,230,110006,1
1100061048,0,0,0,0,3,0,0,1,300,240,110006,1
1100061049,0,0,0,0,2,0,0,1,310,250,110006,1
1100061050,3,2,0,2,2,0,0,1,320,260,110006,1
1100061051,0,0,0,0,3,0,0,1,330,270,110006,1
1100061053,2,0,0,2,2,0,1,0,340,0,110006,1
1100061057,0,1,0,1,2,0,0,1,350,10,110006,1
1100061058,3,1,2,0,2,0,0,1,360,20,110006,1
1100061061,0,0,1,0,3,0,0,1,370,30,110006,1
1100061063,0,0,0,0,3,1,0,1,380,40,110006,1
1100061064,1,6,0,0,3,0,0,1,390,50,110006,1
1100061067,1,0,0,0,3,0,0,1,400,60,110006,1
1100061068,0,0,0,0,3,0,0,1,410,70,110006,1
1100061069,2,0,0,0,3,0,0,1,420,80,110006,1
1100061073,1,0,1,0,2,0,0,1,430,90,110006,1
1100061074,2,1,3,0,2,0,0,1,440,100,110006,1
1100061077,1,0,0,0,2,0,0,1,450,110,110006,1
1100061078,2,0,5,0,2,0,0,1,460,120,110006,1
1100062004,1,0,0,1,3,0,0,1,470,130,110006,1
1100062005,1,0,0,0,3,2,2,0,480,0,110006,1
1100062007,0,0,0,0,3,1,0,1,490,10,110006,1
1100062008,5,2,3,2,1,1,2,0,500,0,110006,0
1100062009,1,0,0,0,3,0,0,1,510,10,110006,1
1100062016,1,1,4,1,2,0,0,1,520,20,110006,1
1100062017,0,0,0,0,3,0,0,1,530,30,110006,1
1100062024,0,2,2,2,2,0,0,1,540,40,110006,1
1100062028,1,2,0,2,2,1,0,0,550,0,110006,1
1100062029,1,0,0,1,2,1,0,1,560,10,110006,1
1100062036,2,0,0,3,2,0,0,0,570,0,110006,1
1100062037,0,0,0,2,2,0,0,1,580,10,110006,1
1100062044,1,0,0,2,2,0,0,1,590,20,110006,1
1100062045,1,0,0,2,1,1,0,0,600,0,110006,1
1100062046,2,1,0,2,2,0,0,1,610,10,110006,1
1100062049,1,0,0,2,1,2,0,0,620,0,110006,1
1100062051,0,0,0,3,2,0,0,0,630,0,110006,1
1100062053,1,0,0,0,3,0,0,1,640,10,110006,1
1100062054,1,0,0,2,2,0,1,0,650,0,110006,1
1100062059,0,1,0,1,2,0,1,1,660,10,110006,1
1100062060,1,0,0,2,2,0,0,1,670,20,110006,1
1100062061,2,0,0,0,2,0,0,1,680,30,110006,1
1100062062,1,0,0,1,2,0,0,1,690,40,110006,1
1100062063,2,0,0,2,2,0,0,1,700,50,110006,1
1100062064,1,1,0,2,2,0,0,1,710,60,110006,1
1100062065,0,0,0,0,2,0,0,1,720,70,110006,1
1100062066,1,0,0,3,3,0,0,1,730,80,110006,1
1100062067,1,0,0,0,3,0,0,1,740,90,110006,1
1100062068,2,2,0,2,2,1,0,0,750,0,110006,1
1100062069,2,0,0,1,2,0,0,1,760,10,110006,1
1100062070,4,4,2,2,2,0,0,1,770,20,110006,1
1100062071,1,0,0,1,3,1,1,1,780,30,110006,1
1100062072,2,0,0,2,3,1,2,0,790,0,110006,1
1100071005,0,1,0,2,2,0,0,1,10,10,110007,1
1100071006,0,0,0,2,2,0,0,1,20,20,110007,1
1100071007,0,0,0,2,2,0,0,1,30,30,110007,1
1100071008,0,2,0,2,3,0,0,1,40,40,110007,1
1100071009,0,0,0,2,2,0,0,1,50,50,110007,1
1100071010,1,0,0,2,2,0,0,1,60,60,110007,1
1100071011,1,0,0,2,2,0,0,1,70,70,110007,1
1100071012,0,0,0,0,3,0,0,1,80,80,110007,1
1100071013,1,0,0,0,2,0,0,1,90,90,110007,1
1100071014,1,0,0,0,3,0,0,1,100,100,110007,1
1100071015,1,0,0,2,2,2,2,0,110,0,110007,1
1100071016,0,0,0,1,3,0,0,1,120,10,110007,1
1100071017,1,0,0,1,2,0,1,1,130,20,110007,1
1100071018,1,1,0,0,2,0,0,1,140,30,110007,1
1100071019,0,0,0,1,2,0,0,1,150,40,110007,1
1100071020,1,3,0,2,2,0,0,1,160,50,110007,1
1100071021,1,0,0,2,3,0,0,1,170,60,110007,1
1100071022,1,0,0,2,2,0,0,1,180,70,110007,1
1100071023,0,0,0,2,2,0,0,1,190,80,110007,1
1100071024,2,0,0,2,2,0,0,1,200,90,110007,1
1100071026,1,4,0,2,2,0,1,0,210,0,110007,1
1100071027,1,0,0,2,2,0,0,1,220,10,110007,1
1100071028,1,0,0,2,2,0,0,1,230,20,110007,1
1100071029,0,0,0,2,2,0,0,1,240,30,110007,1
1100071030,2,0,0,0,3,0,0,1,250,40,110007,1
1100071031,1,0,0,3,3,0,1,0,260,0,110007,1
1100071032,1,0,0,2,2,1,0,0,270,0,110007,1
1100071033,1,0,0,2,2,0,0,1,280,10,110007,1
1100071034,1,0,0,1,3,1,0,1,290,20,110007,1
1100071035,1,0,0,1,2,0,0,1,300,30,110007,1
1100071036,1,0,0,0,2,0,0,1,310,40,110007,1
1100071037,1,0,0,2,2,0,0,1,320,50,110007,1
1100071040,1,0,0,2,3,0,0,1,330,60,110007,1
1100071041,2,0,0,2,2,0,0,1,340,70,110007,1
1100071042,0,0,0,2,2,1,0,0,350,0,110007,1
1100071043,1,0,0,2,3,2,1,0,360,0,110007,1
1100071044,3,3,3,2,2,1,0,0,370,0,110007,1
1100071045,1,0,0,2,2,0,0,1,380,10,110007,1
1100071046,0,0,0,2,2,0,0,1,390,20,110007,1
1100071047,1,1,1,2,2,0,0,1,400,30,110007,1
1100071049,1,0,0,0,2,0,0,1,410,40,110007,1
1100071050,1,0,0,2,3,0,0,1,420,50,110007,1
1100071052,2,0,0,2,2,0,0,1,430,60,110007,1
1100071054,1,0,0,0,2,0,0,1,440,70,110007,1
1100071055,0,0,0,1,3,1,1,1,450,80,110007,1
1100071056,1,0,0,1,2,1,1,0,460,0,110007,1
1100071057,1,0,0,2,3,0,0,1,470,10,110007,1
1100071058,0,0,0,2,2,0,0,1,480,20,110007,1
1100071059,2,0,0,1,2,1,1,0,490,0,110007,1
1100071060,2,1,0,0,2,1,0,1,500,10,110007,1
1100071061,0,0,0,2,3,0,0,1,510,20,110007,1
1100071062,1,0,0,2,2,0,0,1,520,30,110007,1
1100071063,0,0,0,0,3,0,0,1,530,40,110007,1
1100071064,0,0,0,0,3,0,0,1,540,50,110007,1
1100071065,3,0,0,2,2,0,0,1,550,60,110007,1
1100071066,3,3,0,2,2,0,0,1,560,70,110007,1
1100071067,1,0,0,0,3,1,0,1,570,80,110007,1
1100071069,2,2,1,0,2,1,0,1,580,90,110007,1
1100071070,0,0,0,0,3,0,0,1,590,100,110007,1
1100071071,1,0,0,2,2,0,0,1,600,110,110007,1
1100071072,4,1,0,2,2,0,0,1,610,120,110007,1
1100071073,2,1,0,0,2,0,0,1,620,130,110007,1
1100071074,2,0,0,2,2,0,0,1,630,140,110007,1
1100071075,2,0,0,2,2,0,0,1,640,150,110007,1
1100071076,3,2,0,2,2,0,0,1,650,160,110007,1
1100071077,1,0,0,0,3,1,0,1,660,170,110007,1
1100071078,1,0,0,1,3,0,0,1,670,180,110007,1
1100071079,1,0,0,0,3,0,0,1,680,190,110007,1
1100071080,1,0,0,0,3,0,0,1,690,200,110007,1
1100071081,4,6,0,0,3,0,0,1,700,210,110007,1
1100072001,2,1,0,2,2,0,0,1,710,220,110007,1
1100072002,2,1,0,0,3,0,0,1,720,230,110007,1
1100072003,1,0,0,0,3,0,0,1,730,240,110007,1
1100072004,1,0,0,2,2,0,0,1,740,250,110007,1
1100072006,2,0,0,0,2,0,0,1,750,260,110007,1
1100072007,1,1,0,0,2,0,0,1,760,270,110007,1
1100072008,1,0,0,2,2,0,0,1,770,280,110007,1
1100072009,2,0,0,1,3,0,0,1,780,290,110007,1
1100072010,1,1,0,2,2,0,0,1,790,300,110007,1
1100072011,1,0,0,2,3,0,0,1,800,310,110007,1
1100072012,1,0,0,0,3,0,0,1,810,320,110007,1
1100072013,2,0,0,0,2,0,0,1,820,330,110007,1
1100072014,2,3,0,0,2,0,0,1,830,340,110007,1
1100072015,0,0,0,2,2,0,1,0,840,0,110007,1
1100072016,2,0,0,2,2,0,0,1,850,10,110007,1
1100072021,2,0,0,2,2,0,0,1,860,20,110007,1
1100072022,2,0,0,0,2,0,0,1,870,30,110007,1
1100072023,1,0,0,0,3,0,0,1,880,40,110007,1
1100072024,1,2,0,0,2,0,0,1,890,50,110007,1
1100072027,1,0,0,1,2,0,0,1,900,60,110007,1
1100072028,0,0,0,2,2,0,0,1,910,70,110007,1
1100072029,1,0,0,0,2,0,0,1,920,80,110007,1
1100072030,0,0,0,2,2,0,0,1,930,90,110007,1
1100072031,1,0,0,2,2,0,0,1,940,100,110007,1
1100072032,2,0,0,2,3,0,0,1,950,110,110007,1
1100072033,2,0,0,1,3,0,0,1,960,120,110007,1
1100072034,2,0,0,2,2,0,0,1,970,130,110007,1
1100072036,1,0,0,2,2,0,0,1,980,140,110007,1
1100072037,1,1,0,2,2,0,0,1,990,150,110007,1
