ClipID,Boredom,Engagement,Confusion,Frustration,EngagementLevel,Directory,GenerativeTimer,Blinking,Smiling,Head Movement,PredictedEngagementLevel,DynamicCounter
1100011064,0,3,0,0,1,110001,520,0,0,0,1,150
1100011066,1,3,0,0,1,110001,530,1,0,0,1,160
1100011067,0,3,0,0,1,110001,540,1,0,0,1,170
1100011068,0,3,0,0,1,110001,550,1,0,0,1,180
1100011069,0,3,0,0,1,110001,560,1,0,0,1,190
1100011070,0,3,0,0,1,110001,570,0,0,0,1,200
1100011071,0,3,0,0,1,110001,580,0,0,0,1,210
1100011072,0,3,0,0,1,110001,590,2,0,0,1,220
1100011073,0,3,0,0,1,110001,600,2,0,0,1,230
1100011075,0,3,0,0,1,110001,610,1,0,1,1,240
1100011076,0,3,0,0,1,110001,620,0,0,0,1,250
1100011078,0,2,0,0,1,110001,630,0,0,0,1,260
1100011079,0,3,0,0,1,110001,640,0,0,0,1,270
1100011080,0,3,0,0,1,110001,650,1,0,0,1,280
1100011081,0,3,0,0,1,110001,660,2,0,0,1,290
1100011082,0,3,0,0,1,110001,670,1,1,0,1,300
1100011083,0,3,0,0,1,110001,680,3,0,0,1,310
1100012001,0,3,0,0,1,110001,690,0,0,0,1,320
1100012003,0,3,0,0,1,110001,700,1,0,0,1,330
1100012007,0,3,0,1,1,110001,710,1,2,1,1,340
1100012008,0,3,0,0,1,110001,720,0,0,0,1,350
1100012009,0,3,0,0,1,110001,730,0,0,0,1,360
1100012010,0,3,3,0,1,110001,740,0,0,0,1,370
1100012011,0,3,0,1,1,110001,750,1,0,1,1,380
1100012013,0,3,0,0,1,110001,760,0,0,0,1,390
1100012014,0,3,0,0,1,110001,770,1,1,0,1,400
1100012015,0,3,0,0,1,110001,780,1,0,0,1,410
1100012016,0,3,0,0,1,110001,790,1,0,1,1,420
1100012017,0,3,1,0,1,110001,800,0,0,0,1,430
1100012018,0,3,0,0,1,110001,810,0,0,1,1,440
1100012021,1,2,0,0,1,110001,820,1,0,1,1,450
1100012022,0,3,0,0,1,110001,830,0,0,1,1,460
1100012023,0,3,0,0,1,110001,840,1,0,1,1,470
1100012025,0,3,0,0,1,110001,850,1,0,0,1,480
1100012026,1,3,0,0,1,110001,860,1,5,3,1,490
1100012027,0,3,0,0,1,110001,870,0,0,0,1,500
1100012028,0,3,0,0,1,110001,880,0,0,0,1,510
1100012030,0,3,0,0,1,110001,890,0,2,1,1,520
1100012031,0,3,0,0,1,110001,900,0,1,0,1,530
1100012032,0,3,0,0,1,110001,910,1,0,2,1,540
1100012033,0,3,0,0,1,110001,920,1,0,0,1,550
1100012036,0,3,0,0,1,110001,930,0,0,0,1,560
1100012037,0,3,0,0,1,110001,940,1,1,2,1,570
1100012038,0,3,0,0,1,110001,950,2,1,0,1,580
1100012041,0,3,0,0,1,110001,960,0,0,0,1,590
1100012042,0,2,0,0,1,110001,970,1,1,0,1,600
1100012045,0,2,0,0,1,110001,980,0,0,0,1,610
1100012046,0,3,0,0,1,110001,990,1,1,0,1,620
1100012047,0,2,0,0,1,110001,1000,1,1,0,1,630
1100012049,0,3,0,0,1,110001,1010,1,1,0,1,640
1100012050,0,3,0,0,1,110001,1020,0,0,0,1,650
1100012051,0,3,1,0,1,110001,1030,0,0,0,1,660
1100012052,0,3,0,0,1,110001,1040,1,2,0,1,670
1100012057,1,3,1,1,1,110001,1050,0,0,0,1,680
1100012059,0,3,0,0,1,110001,1060,1,0,0,1,690
1100012060,0,3,0,0,1,110001,1070,1,0,0,1,700
1100012061,0,3,0,0,1,110001,1080,0,0,0,1,710
1100012062,0,3,0,0,1,110001,1090,1,0,0,1,720
1100012063,0,3,0,0,1,110001,1100,1,1,2,1,730
1100012064,0,3,0,0,1,110001,1110,2,0,3,1,740
1100012065,0,3,1,1,1,110001,1120,0,0,0,1,750
1100012066,0,3,0,0,1,110001,1130,0,0,0,1,760
1100012069,0,3,0,0,1,110001,1140,1,2,0,1,770
1100021001,0,2,0,0,1,110002,10,3,0,4,1,10
1100021003,0,1,0,0,1,110002,20,2,0,6,1,20
1100021015,2,2,0,1,0,110002,30,2,2,6,0,0
1100021038,0,2,0,0,1,110002,40,1,0,6,1,10
1100021039,1,2,2,2,0,110002,50,0,0,0,1,0
1100021040,0,3,0,0,1,110002,60,0,0,2,1,10
1100021045,1,3,0,1,1,110002,70,2,0,1,1,20
1100021050,0,3,0,2,1,110002,80,1,0,0,1,30
1100021055,3,1,0,0,0,110002,90,4,1,6,0,0
1100022001,2,3,1,1,0,110002,100,1,3,4,0,0
1100022002,2,2,0,0,1,110002,110,0,0,1,1,10
1100022003,2,3,1,1,0,110002,120,0,0,0,1,0
1100022004,2,3,0,1,1,110002,130,1,0,0,1,10
1100022005,2,1,0,0,0,110002,140,1,3,2,1,0
1100022008,2,2,1,1,0,110002,150,0,0,3,1,0
1100022009,2,3,0,0,1,110002,160,0,0,2,1,10
1100022014,0,3,1,0,1,110002,170,0,0,0,1,20
1100022019,1,3,1,1,1,110002,180,0,0,0,1,30
1100022020,0,2,0,0,1,110002,190,0,0,3,1,40
1100022021,1,2,1,0,1,110002,200,3,4,4,1,50
1100022022,3,2,0,1,0,110002,210,4,5,11,1,0
1100022026,0,3,0,0,1,110002,220,3,0,7,1,10
1100022027,1,3,1,1,1,110002,230,1,0,2,1,20
1100022028,0,3,0,0,1,110002,240,0,0,0,1,30
1100022029,0,3,0,0,1,110002,250,0,0,2,1,40
1100022031,0,3,1,1,1,110002,260,0,0,0,1,50
1100022035,0,2,1,0,1,110002,270,0,0,0,1,60
1100022038,1,3,1,1,1,110002,280,3,0,3,1,70
1100022039,1,3,0,1,1,110002,290,0,0,0,1,80
1100022045,0,3,0,0,1,110002,300,0,0,2,1,90
1100022046,0,3,0,0,1,110002,310,0,0,0,1,100
1100022047,1,3,3,0,0,110002,320,2,2,2,1,0
1100022048,0,2,2,0,1,110002,330,0,0,0,1,10
1100022049,0,2,3,0,0,110002,340,0,1,0,1,0
1100022051,0,3,3,1,0,110002,350,1,0,4,1,0
1100022052,0,2,2,0,1,110002,360,0,0,0,1,10
1100022053,0,2,2,1,0,110002,370,0,0,2,1,0
1100022054,1,2,0,0,1,110002,380,1,2,0,1,10
1100022055,1,2,0,0,1,110002,390,0,0,1,1,20
1100022056,0,3,0,0,1,110002,400,0,0,0,1,30
1100022057,0,2,0,0,1,110002,410,1,0,4,1,40
1100041006,0,3,0,0,1,110004,10,2,3,1,1,10
1100041015,2,3,0,0,1,110004,20,2,1,0,1,20
1100041016,0,3,0,0,1,110004,30,2,0,0,1,30
1100041017,2,2,0,2,0,110004,40,4,0,1,1,0
1100041018,2,2,0,0,1,110004,50,0,0,0,1,10
1100041021,0,2,0,0,1,110004,60,2,0,0,1,20
1100041022,2,2,0,0,1,110004,70,2,0,0,1,30
1100041023,2,2,2,1,0,110004,80,4,2,1,1,0
1100041024,2,2,0,0,1,110004,90,5,4,1,1,10
1100041029,0,3,0,0,1,110004,100,4,0,0,1,20
1100041034,0,2,0,0,1,110004,110,1,0,0,1,30
1100041044,0,2,0,0,1,110004,120,2,1,0,1,40
1100041051,0,3,0,0,1,110004,130,7,3,0,1,50
1100041052,0,2,0,0,1,110004,140,1,0,0,1,60
1100042009,2,2,1,1,0,110004,150,4,4,0,1,0
1100042010,2,2,0,0,1,110004,160,2,4,0,1,10
1100042011,2,2,1,1,0,110004,170,0,0,0,1,0
1100042017,2,2,0,0,1,110004,180,2,1,2,1,10
1100042018,0,2,0,0,1,110004,190,0,0,0,1,20
1100042019,0,3,0,0,1,110004,200,0,0,0,1,30
1100042020,0,3,0,0,1,110004,210,1,0,0,1,40
1100042023,3,1,1,0,0,110004,220,0,0,0,1,0
1100042024,2,2,1,0,0,110004,230,1,0,0,1,0
1100042025,1,2,0,0,1,110004,240,1,0,0,1,10
1100042026,2,1,1,0,0,110004,250,1,0,0,1,0
1100042029,0,3,1,0,1,110004,260,0,0,0,1,10
1100042030,0,2,1,0,1,110004,270,1,1,0,1,20
1100042031,2,3,2,0,0,110004,280,1,3,0,1,0
1100042034,1,2,0,0,1,110004,290,0,0,0,1,10
1100042040,1,2,0,0,1,110004,300,1,0,1,1,20
1100042041,0,3,0,0,1,110004,310,0,0,0,1,30
1100042058,1,2,2,0,0,110004,320,0,0,0,1,0
1100042059,2,2,0,1,0,110004,330,3,0,0,1,0
1100042060,2,2,0,0,1,110004,340,1,0,0,1,10
1100051002,1,2,0,0,1,110005,10,2,0,0,1,10
1100051004,2,2,3,1,0,110005,20,0,0,0,1,0
1100051006,2,2,1,1,0,110005,30,1,0,0,1,0
1100051007,2,1,2,1,0,110005,40,0,0,0,1,0
1100051008,2,2,2,0,0,110005,50,1,0,0,1,0
1100051009,2,2,0,0,1,110005,60,0,0,0,1,10
1100051011,1,2,0,0,1,110005,70,2,4,0,1,20
1100051012,1,2,0,0,1,110005,80,0,0,0,1,30
1100051013,2,2,0,0,1,110005,90,4,3,0,1,40
1100051014,1,2,0,0,1,110005,100,1,1,0,1,50
1100051016,2,1,2,0,0,110005,110,1,1,0,1,0
1100051017,2,2,1,2,0,110005,120,1,1,0,1,0
1100051019,2,3,1,0,1,110005,130,0,0,0,1,10
1100051020,1,2,1,0,1,110005,140,1,1,0,1,20
1100051021,2,2,2,0,0,110005,150,1,0,0,1,0
1100051022,2,2,0,0,1,110005,160,0,0,0,1,10
1100051023,1,2,0,0,1,110005,170,0,0,0,1,20
1100051024,2,2,1,1,0,110005,180,1,1,0,1,0
1100051025,2,2,2,0,0,110005,190,2,1,0,1,0
1100051026,2,2,1,0,0,110005,200,2,1,0,1,0
1100051028,2,2,0,0,1,110005,210,0,0,0,1,10
1100051029,2,2,0,0,1,110005,220,2,4,1,1,20
1100051030,2,1,0,0,0,110005,230,0,0,1,1,0
1100051031,2,1,0,0,0,110005,240,1,1,1,1,0
1100051032,1,3,1,0,1,110005,250,0,0,0,1,10
1100051033,2,2,0,0,1,110005,260,0,0,0,1,20
1100051034,2,2,2,0,0,110005,270,1,3,0,1,0
1100051035,2,2,1,0,0,110005,280,0,0,0,1,0
1100051036,2,2,2,1,0,110005,290,1,0,0,1,0
1100051037,2,2,0,2,0,110005,300,0,0,0,1,0
1100051039,2,2,2,3,0,110005,310,1,0,0,1,0
1100051041,1,3,0,0,1,110005,320,1,0,0,1,10
1100051042,2,2,2,0,0,110005,330,1,1,0,1,0
1100051044,0,2,0,0,1,110005,340,0,0,0,1,10
1100051045,1,3,1,0,1,110005,350,0,0,0,1,20
1100051046,0,2,0,0,1,110005,360,0,0,0,1,30
1100051048,2,2,0,0,1,110005,370,0,0,0,1,40
1100051049,2,2,0,0,1,110005,380,0,0,0,1,50
1100051050,0,3,0,0,1,110005,390,0,0,0,1,60
1100051051,1,2,0,0,1,110005,400,1,0,0,1,70
1100051052,1,2,1,1,0,110005,410,0,0,0,1,0
1100051053,2,1,0,0,0,110005,420,0,0,0,1,0
1100051054,2,2,0,0,1,110005,430,0,0,0,1,10
1100051055,0,2,0,1,1,110005,440,1,1,0,1,20
1100051056,1,2,1,1,0,110005,450,0,0,0,1,0
1100051057,2,3,2,0,0,110005,460,1,0,0,1,0
1100051059,0,3,1,0,1,110005,470,0,0,0,1,10
1100051061,2,2,0,0,1,110005,480,1,1,0,1,20
1100051062,2,3,2,0,0,110005,490,1,0,0,1,0
1100051064,2,3,0,0,1,110005,500,0,0,0,1,10
1100051065,2,2,0,0,1,110005,510,1,0,0,1,20
1100051066,3,3,2,0,0,110005,520,2,3,0,1,0
1100051067,2,3,2,1,0,110005,530,3,0,0,1,0
1100051068,1,3,1,0,1,110005,540,1,1,0,1,10
1100051071,0,3,0,0,1,110005,550,1,0,2,1,20
1100051076,2,2,0,0,1,110005,560,0,0,0,1,30
1100051078,0,2,0,1,1,110005,570,1,0,0,1,40
1100051079,0,3,0,0,1,110005,580,2,0,0,1,50
1100052001,2,2,0,1,0,110005,590,3,1,0,1,0
1100052002,1,2,1,0,1,110005,600,2,0,1,1,10
1100052006,2,2,0,0,1,110005,610,1,1,0,1,20
1100052007,1,2,1,0,1,110005,620,6,0,0,1,30
1100052008,0,3,0,0,1,110005,630,2,1,0,1,40
1100052009,0,2,0,0,1,110005,640,4,3,0,1,50
1100052014,3,1,0,0,0,110005,650,2,1,0,1,0
1100052023,1,2,1,1,0,110005,660,4,2,0,1,0
1100052024,1,2,0,0,1,110005,670,3,3,0,1,10
1100052026,1,2,0,0,1,110005,680,3,2,0,1,20
1100052027,2,2,0,0,1,110005,690,2,0,0,1,30
1100052028,2,3,0,0,1,110005,700,2,0,0,1,40
1100052030,2,2,1,0,0,110005,710,0,0,0,1,0
1100052031,1,2,0,0,1,110005,720,3,0,0,1,10
1100052032,1,2,0,1,1,110005,730,5,0,0,1,20
1100052033,1,2,0,0,1,110005,740,2,0,0,1,30
1100052035,0,2,0,0,1,110005,750,0,0,0,1,40
1100052036,1,2,0,1,1,110005,760,0,0,0,1,50
1100052037,2,2,0,0,1,110005,770,0,0,0,1,60
1100052038,2,2,0,0,1,110005,780,1,0,0,1,70
1100052039,1,2,0,0,1,110005,790,0,2,0,1,80
1100052040,2,3,1,0,1,110005,800,5,2,0,1,90
1100052041,2,2,0,0,1,110005,810,2,1,0,1,100
1100052047,1,2,0,0,1,110005,820,2,1,0,1,110
1100052048,2,2,0,0,1,110005,830,1,0,0,1,120
1100052049,0,2,0,0,1,110005,840,3,1,0,1,130
1100052051,2,2,2,3,0,110005,850,3,4,0,1,0
1100052055,1,2,0,0,1,110005,860,2,0,0,1,10
1100052057,3,2,0,0,0,110005,870,0,0,0,1,0
1100052060,0,3,0,0,1,110005,880,3,1,0,1,10
1100052061,1,2,1,1,0,110005,890,2,2,0,1,0
1100052062,3,2,0,1,0,110005,900,4,4,0,1,0
1100052065,2,3,0,0,1,110005,910,4,4,0,1,10
1100052068,3,2,2,0,0,110005,920,2,0,0,1,0
1100052070,1,2,0,1,1,110005,930,5,1,0,1,10
1100061009,0,3,0,0,1,110006,10,1,1,0,1,10
1100061010,1,3,0,0,1,110006,20,2,0,0,1,20
1100061011,0,3,0,0,1,110006,30,0,0,0,1,30
1100061012,0,2,0,0,1,110006,40,0,5,0,1,40
1100061013,1,3,0,0,1,110006,50,0,0,0,1,50
1100061015,3,2,0,0,0,110006,60,0,0,1,1,0
1100061016,0,2,0,0,1,110006,70,1,0,4,1,10
1100061018,2,2,0,0,1,110006,80,0,0,0,1,20
1100061019,0,2,0,0,1,110006,90,1,1,2,1,30
1100061022,0,3,0,0,1,110006,100,1,0,8,1,40
1100061023,0,2,0,0,1,110006,110,0,0,2,1,50
1100061025,2,2,0,0,1,110006,120,1,0,3,1,60
1100061027,0,3,0,0,1,110006,130,0,0,0,1,70
1100061028,1,2,0,0,1,110006,140,1,1,0,1,80
1100061030,0,2,0,0,1,110006,150,2,0,0,1,90
1100061031,0,2,0,0,1,110006,160,0,4,0,1,100
1100061032,0,2,0,0,1,110006,170,0,0,2,1,110
1100061033,0,3,0,0,1,110006,180,0,0,0,1,120
1100061034,0,2,0,0,1,110006,190,0,0,0,1,130
1100061035,0,2,0,0,1,110006,200,2,0,6,1,140
1100061036,1,3,0,0,1,110006,210,0,0,4,1,150
1100061038,0,3,0,0,1,110006,220,0,1,0,1,160
1100061039,0,2,0,0,1,110006,230,0,0,0,1,170
1100061040,0,3,0,0,1,110006,240,0,0,0,1,180
1100061042,0,3,0,0,1,110006,250,1,0,5,0,190
1100061043,0,3,0,0,1,110006,260,0,0,3,1,200
1100061044,0,2,0,0,1,110006,270,1,0,0,1,210
1100061046,0,3,0,0,1,110006,280,0,0,0,1,220
1100061047,0,3,0,0,1,110006,290,2,0,4,1,230
1100061048,0,3,0,0,1,110006,300,0,0,0,1,240
1100061049,0,2,0,0,1,110006,310,0,0,0,1,250
1100061050,2,2,0,0,1,110006,320,3,2,0,1,260
1100061051,0,3,0,0,1,110006,330,0,0,0,1,270
1100061053,2,2,0,1,0,110006,340,2,0,0,1,0
1100061057,1,2,0,0,1,110006,350,0,1,0,1,10
1100061058,0,2,0,0,1,110006,360,3,1,2,1,20
1100061061,0,3,0,0,1,110006,370,0,0,1,1,30
1100061063,0,3,1,0,1,110006,380,0,0,0,1,40
1100061064,0,3,0,0,1,110006,390,1,6,0,1,50
1100061067,0,3,0,0,1,110006,400,1,0,0,1,60
1100061068,0,3,0,0,1,110006,410,0,0,0,1,70
1100061069,0,3,0,0,1,110006,420,2,0,0,1,80
1100061073,0,2,0,0,1,110006,430,1,0,1,1,90
1100061074,0,2,0,0,1,110006,440,2,1,3,1,100
1100061077,0,2,0,0,1,110006,450,1,0,0,1,110
1100061078,0,2,0,0,1,110006,460,2,0,5,1,120
1100062004,1,3,0,0,1,110006,470,1,0,0,1,130
1100062005,0,3,2,2,0,110006,480,1,0,0,1,0
1100062007,0,3,1,0,1,110006,490,0,0,0,1,10
1100062008,2,1,1,2,0,110006,500,5,2,3,0,0
1100062009,0,3,0,0,1,110006,510,1,0,0,1,10
1100062016,1,2,0,0,1,110006,520,1,1,4,1,20
1100062017,0,3,0,0,1,110006,530,0,0,0,1,30
1100062024,2,2,0,0,1,110006,540,0,2,2,1,40
1100062028,2,2,1,0,0,110006,550,1,2,0,1,0
1100062029,1,2,1,0,1,110006,560,1,0,0,1,10
1100062036,3,2,0,0,0,110006,570,2,0,0,1,0
1100062037,2,2,0,0,1,110006,580,0,0,0,1,10
1100062044,2,2,0,0,1,110006,590,1,0,0,1,20
1100062045,2,1,1,0,0,110006,600,1,0,0,1,0
1100062046,2,2,0,0,1,110006,610,2,1,0,1,10
1100062049,2,1,2,0,0,110006,620,1,0,0,1,0
1100062051,3,2,0,0,0,110006,630,0,0,0,1,0
1100062053,0,3,0,0,1,110006,640,1,0,0,1,10
1100062054,2,2,0,1,0,110006,650,1,0,0,1,0
1100062059,1,2,0,1,1,110006,660,0,1,0,1,10
1100062060,2,2,0,0,1,110006,670,1,0,0,1,20
1100062061,0,2,0,0,1,110006,680,2,0,0,1,30
1100062062,1,2,0,0,1,110006,690,1,0,0,1,40
1100062063,2,2,0,0,1,110006,700,2,0,0,1,50
1100062064,2,2,0,0,1,110006,710,1,1,0,1,60
1100062065,0,2,0,0,1,110006,720,0,0,0,1,70
1100062066,3,3,0,0,1,110006,730,1,0,0,1,80
1100062067,0,3,0,0,1,110006,740,1,0,0,1,90
1100062068,2,2,1,0,0,110006,750,2,2,0,1,0
1100062069,1,2,0,0,1,110006,760,2,0,0,1,10
1100062070,2,2,0,0,1,110006,770,4,4,2,1,20
1100062071,1,3,1,1,1,110006,780,1,0,0,1,30
1100062072,2,3,1,2,0,110006,790,2,0,0,1,0
1100071005,2,2,0,0,1,110007,10,0,1,0,1,10
1100071006,2,2,0,0,1,110007,20,0,0,0,1,20
1100071007,2,2,0,0,1,110007,30,0,0,0,1,30
1100071008,2,3,0,0,1,110007,40,0,2,0,1,40
1100071009,2,2,0,0,1,110007,50,0,0,0,1,50
1100071010,2,2,0,0,1,110007,60,1,0,0,1,60
1100071011,2,2,0,0,1,110007,70,1,0,0,1,70
1100071012,0,3,0,0,1,110007,80,0,0,0,1,80
1100071013,0,2,0,0,1,110007,90,1,0,0,1,90
1100071014,0,3,0,0,1,110007,100,1,0,0,1,100
1100071015,2,2,2,2,0,110007,110,1,0,0,1,0
1100071016,1,3,0,0,1,110007,120,0,0,0,1,10
1100071017,1,2,0,1,1,110007,130,1,0,0,1,20
1100071018,0,2,0,0,1,110007,140,1,1,0,1,30
1100071019,1,2,0,0,1,110007,150,0,0,0,1,40
1100071020,2,2,0,0,1,110007,160,1,3,0,1,50
1100071021,2,3,0,0,1,110007,170,1,0,0,1,60
1100071022,2,2,0,0,1,110007,180,1,0,0,1,70
1100071023,2,2,0,0,1,110007,190,0,0,0,1,80
1100071024,2,2,0,0,1,110007,200,2,0,0,1,90
1100071026,2,2,0,1,0,110007,210,1,4,0,1,0
1100071027,2,2,0,0,1,110007,220,1,0,0,1,10
1100071028,2,2,0,0,1,110007,230,1,0,0,1,20
1100071029,2,2,0,0,1,110007,240,0,0,0,1,30
1100071030,0,3,0,0,1,110007,250,2,0,0,1,40
1100071031,3,3,0,1,0,110007,260,1,0,0,1,0
1100071032,2,2,1,0,0,110007,270,1,0,0,1,0
1100071033,2,2,0,0,1,110007,280,1,0,0,1,10
1100071034,1,3,1,0,1,110007,290,1,0,0,1,20
1100071035,1,2,0,0,1,110007,300,1,0,0,1,30
1100071036,0,2,0,0,1,110007,310,1,0,0,1,40
1100071037,2,2,0,0,1,110007,320,1,0,0,1,50
1100071040,2,3,0,0,1,110007,330,1,0,0,1,60
1100071041,2,2,0,0,1,110007,340,2,0,0,1,70
1100071042,2,2,1,0,0,110007,350,0,0,0,1,0
1100071043,2,3,2,1,0,110007,360,1,0,0,1,0
1100071044,2,2,1,0,0,110007,370,3,3,3,1,0
1100071045,2,2,0,0,1,110007,380,1,0,0,1,10
1100071046,2,2,0,0,1,110007,390,0,0,0,1,20
1100071047,2,2,0,0,1,110007,400,1,1,1,1,30
1100071049,0,2,0,0,1,110007,410,1,0,0,1,40
1100071050,2,3,0,0,1,110007,420,1,0,0,1,50
1100071052,2,2,0,0,1,110007,430,2,0,0,1,60
1100071054,0,2,0,0,1,110007,440,1,0,0,1,70
1100071055,1,3,1,1,1,110007,450,0,0,0,1,80
1100071056,1,2,1,1,0,110007,460,1,0,0,1,0
1100071057,2,3,0,0,1,110007,470,1,0,0,1,10
1100071058,2,2,0,0,1,110007,480,0,0,0,1,20
1100071059,1,2,1,1,0,110007,490,2,0,0,1,0
1100071060,0,2,1,0,1,110007,500,2,1,0,1,10
1100071061,2,3,0,0,1,110007,510,0,0,0,1,20
1100071062,2,2,0,0,1,110007,520,1,0,0,1,30
1100071063,0,3,0,0,1,110007,530,0,0,0,1,40
1100071064,0,3,0,0,1,110007,540,0,0,0,1,50
1100071065,2,2,0,0,1,110007,550,3,0,0,1,60
1100071066,2,2,0,0,1,110007,560,3,3,0,1,70
1100071067,0,3,1,0,1,110007,570,1,0,0,1,80
1100071069,0,2,1,0,1,110007,580,2,2,1,1,90
1100071070,0,3,0,0,1,110007,590,0,0,0,1,100
1100071071,2,2,0,0,1,110007,600,1,0,0,1,110
1100071072,2,2,0,0,1,110007,610,4,1,0,1,120
1100071073,0,2,0,0,1,110007,620,2,1,0,1,130
1100071074,2,2,0,0,1,110007,630,2,0,0,1,140
1100071075,2,2,0,0,1,110007,640,2,0,0,1,150
1100071076,2,2,0,0,1,110007,650,3,2,0,1,160
1100071077,0,3,1,0,1,110007,660,1,0,0,1,170
1100071078,1,3,0,0,1,110007,670,1,0,0,1,180
1100071079,0,3,0,0,1,110007,680,1,0,0,1,190
1100071080,0,3,0,0,1,110007,690,1,0,0,1,200
1100071081,0,3,0,0,1,110007,700,4,6,0,1,210
1100072001,2,2,0,0,1,110007,710,2,1,0,1,220
1100072002,0,3,0,0,1,110007,720,2,1,0,1,230
1100072003,0,3,0,0,1,110007,730,1,0,0,1,240
1100072004,2,2,0,0,1,110007,740,1,0,0,1,250
1100072006,0,2,0,0,1,110007,750,2,0,0,1,260
1100072007,0,2,0,0,1,110007,760,1,1,0,1,270
1100072008,2,2,0,0,1,110007,770,1,0,0,1,280
1100072009,1,3,0,0,1,110007,780,2,0,0,1,290
1100072010,2,2,0,0,1,110007,790,1,1,0,1,300
1100072011,2,3,0,0,1,110007,800,1,0,0,1,310
1100072012,0,3,0,0,1,110007,810,1,0,0,1,320
1100072013,0,2,0,0,1,110007,820,2,0,0,1,330
1100072014,0,2,0,0,1,110007,830,2,3,0,1,340
1100072015,2,2,0,1,0,110007,840,0,0,0,1,0
1100072016,2,2,0,0,1,110007,850,2,0,0,1,10
1100072021,2,2,0,0,1,110007,860,2,0,0,1,20
1100072022,0,2,0,0,1,110007,870,2,0,0,1,30
1100072023,0,3,0,0,1,110007,880,1,0,0,1,40
1100072024,0,2,0,0,1,110007,890,1,2,0,1,50
1100072027,1,2,0,0,1,110007,900,1,0,0,1,60
1100072028,2,2,0,0,1,110007,910,0,0,0,1,70
1100072029,0,2,0,0,1,110007,920,1,0,0,1,80
1100072030,2,2,0,0,1,110007,930,0,0,0,1,90
1100072031,2,2,0,0,1,110007,940,1,0,0,1,100
1100072032,2,3,0,0,1,110007,950,2,0,0,1,110
1100072033,1,3,0,0,1,110007,960,2,0,0,1,120
1100072034,2,2,0,0,1,110007,970,2,0,0,1,130
1100072036,2,2,0,0,1,110007,980,1,0,0,1,140
1100072037,2,2,0,0,1,110007,990,1,1,0,1,150
