ClipID,Blinking,Smiling,Head Movement,Boredom,Engagement,Confusion,Frustration,EngagementLevel,Directory,GenerativeTimer,EngagementCounter,_merge
50004410624,1.0,0.0,0.0,,,,,,,,,left_only
50004410644,0.0,0.0,0.0,,,,,,,,,left_only
50004410654,0.0,0.0,0.0,,,,,,,,,left_only
50004410664,0.0,1.0,0.0,,,,,,,,,left_only
50004410674,3.0,4.0,0.0,,,,,,,,,left_only
50004410684,4.0,4.0,1.0,,,,,,,,,left_only
50004410694,0.0,0.0,0.0,,,,,,,,,left_only
50004410704,1.0,1.0,0.0,,,,,,,,,left_only
50004410714,1.0,5.0,0.0,,,,,,,,,left_only
50004410724,0.0,0.0,0.0,,,,,,,,,left_only
50004420014,2.0,3.0,0.0,,,,,,,,,left_only
50004420024,1.0,1.0,0.0,,,,,,,,,left_only
50004420034,0.0,0.0,0.0,,,,,,,,,left_only
50004420044,2.0,0.0,2.0,,,,,,,,,left_only
50004420054,2.0,2.0,0.0,,,,,,,,,left_only
50004420074,1.0,1.0,0.0,,,,,,,,,left_only
50004420084,1.0,1.0,0.0,,,,,,,,,left_only
50004420094,1.0,0.0,0.0,,,,,,,,,left_only
50004420104,2.0,3.0,0.0,,,,,,,,,left_only
50004420144,2.0,2.0,0.0,,,,,,,,,left_only
50004420154,0.0,0.0,0.0,,,,,,,,,left_only
50004420164,0.0,0.0,0.0,,,,,,,,,left_only
50004420194,0.0,0.0,0.0,,,,,,,,,left_only
50004420214,2.0,0.0,0.0,,,,,,,,,left_only
50004420224,1.0,1.0,0.0,,,,,,,,,left_only
50004420244,1.0,0.0,0.0,,,,,,,,,left_only
50004420254,2.0,1.0,0.0,,,,,,,,,left_only
50004420264,1.0,0.0,0.0,,,,,,,,,left_only
50004420274,0.0,0.0,0.0,,,,,,,,,left_only
50004420284,3.0,1.0,0.0,,,,,,,,,left_only
50004420294,0.0,0.0,0.0,,,,,,,,,left_only
50004420334,1.0,1.0,0.0,,,,,,,,,left_only
50004420344,0.0,0.0,0.0,,,,,,,,,left_only
50004420354,2.0,0.0,0.0,,,,,,,,,left_only
50004420364,0.0,0.0,0.0,,,,,,,,,left_only
50004420374,2.0,1.0,0.0,,,,,,,,,left_only
50004420384,1.0,0.0,0.0,,,,,,,,,left_only
50004420394,1.0,0.0,0.0,,,,,,,,,left_only
50004420404,1.0,0.0,0.0,,,,,,,,,left_only
50004420424,0.0,0.0,0.0,,,,,,,,,left_only
50004420434,0.0,0.0,0.0,,,,,,,,,left_only
50004420454,1.0,1.0,0.0,,,,,,,,,left_only
50004420474,2.0,1.0,0.0,,,,,,,,,left_only
50004420484,1.0,0.0,0.0,,,,,,,,,left_only
50004420504,3.0,0.0,0.0,,,,,,,,,left_only
50004420514,0.0,0.0,0.0,,,,,,,,,left_only
50004420524,2.0,1.0,0.0,,,,,,,,,left_only
50004420534,1.0,0.0,0.0,,,,,,,,,left_only
50004420544,2.0,0.0,0.0,,,,,,,,,left_only
50004420554,1.0,2.0,0.0,,,,,,,,,left_only
50004420564,1.0,1.0,0.0,,,,,,,,,left_only
50004420574,2.0,0.0,0.0,,,,,,,,,left_only
50004420584,1.0,0.0,0.0,,,,,,,,,left_only
50004420594,0.0,0.0,0.0,,,,,,,,,left_only
50004420604,1.0,0.0,0.0,,,,,,,,,left_only
50004420624,0.0,0.0,0.0,,,,,,,,,left_only
50004420634,0.0,0.0,0.0,,,,,,,,,left_only
50004420644,1.0,0.0,0.0,,,,,,,,,left_only
50004420654,0.0,0.0,0.0,,,,,,,,,left_only
50004420664,2.0,0.0,0.0,,,,,,,,,left_only
50004420674,0.0,1.0,0.0,,,,,,,,,left_only
50004420684,0.0,0.0,0.0,,,,,,,,,left_only
50004420694,2.0,3.0,0.0,,,,,,,,,left_only
50004420704,0.0,0.0,0.0,,,,,,,,,left_only
50004420724,0.0,0.0,0.0,,,,,,,,,left_only
50004420734,1.0,0.0,0.0,,,,,,,,,left_only
50004420744,1.0,1.0,0.0,,,,,,,,,left_only
50004420754,0.0,0.0,0.0,,,,,,,,,left_only
50004420764,2.0,1.0,0.0,,,,,,,,,left_only
50004420774,0.0,0.0,1.0,,,,,,,,,left_only
50004420784,1.0,0.0,0.0,,,,,,,,,left_only
50006710014,6.0,4.0,0.0,,,,,,,,,left_only
50006710024,3.0,0.0,0.0,,,,,,,,,left_only
50006710034,10.0,0.0,0.0,,,,,,,,,left_only
50006710044,4.0,0.0,0.0,,,,,,,,,left_only
50006710054,6.0,2.0,0.0,,,,,,,,,left_only
50006710064,3.0,0.0,0.0,,,,,,,,,left_only
50006710084,8.0,3.0,0.0,,,,,,,,,left_only
50006710094,2.0,1.0,0.0,,,,,,,,,left_only
50006710104,6.0,2.0,0.0,,,,,,,,,left_only
50006710114,8.0,1.0,1.0,,,,,,,,,left_only
50006710124,8.0,4.0,0.0,,,,,,,,,left_only
50006710134,4.0,2.0,0.0,,,,,,,,,left_only
50006710144,2.0,0.0,0.0,,,,,,,,,left_only
50006710154,8.0,6.0,0.0,,,,,,,,,left_only
50006710164,5.0,4.0,1.0,,,,,,,,,left_only
50006710174,9.0,3.0,0.0,,,,,,,,,left_only
50006710184,4.0,2.0,0.0,,,,,,,,,left_only
50006710194,4.0,1.0,0.0,,,,,,,,,left_only
50006710204,4.0,3.0,0.0,,,,,,,,,left_only
50006710224,3.0,3.0,0.0,,,,,,,,,left_only
50006710234,2.0,4.0,0.0,,,,,,,,,left_only
50006710244,3.0,1.0,0.0,,,,,,,,,left_only
50006710264,2.0,2.0,0.0,,,,,,,,,left_only
50006710274,3.0,3.0,0.0,,,,,,,,,left_only
50006710284,10.0,4.0,7.0,,,,,,,,,left_only
50006710294,4.0,0.0,0.0,,,,,,,,,left_only
50006710304,5.0,5.0,3.0,,,,,,,,,left_only
50006710314,5.0,3.0,2.0,,,,,,,,,left_only
50006710324,5.0,2.0,0.0,,,,,,,,,left_only
50006710334,1.0,0.0,1.0,,,,,,,,,left_only
50006710344,5.0,3.0,0.0,,,,,,,,,left_only
50006710354,6.0,6.0,0.0,,,,,,,,,left_only
50006710364,0.0,0.0,0.0,,,,,,,,,left_only
50006710374,6.0,10.0,1.0,,,,,,,,,left_only
50006710384,4.0,2.0,0.0,,,,,,,,,left_only
50006710394,7.0,7.0,0.0,,,,,,,,,left_only
50006710404,6.0,7.0,2.0,,,,,,,,,left_only
50006710414,4.0,1.0,0.0,,,,,,,,,left_only
50006710424,5.0,2.0,0.0,,,,,,,,,left_only
50006710434,1.0,0.0,0.0,,,,,,,,,left_only
50006710464,4.0,5.0,0.0,,,,,,,,,left_only
50006710474,3.0,2.0,0.0,,,,,,,,,left_only
50006710484,3.0,1.0,0.0,,,,,,,,,left_only
50006710494,5.0,1.0,0.0,,,,,,,,,left_only
50006710504,5.0,1.0,1.0,,,,,,,,,left_only
50006710514,5.0,3.0,0.0,,,,,,,,,left_only
50006710534,1.0,1.0,1.0,,,,,,,,,left_only
50006710554,5.0,3.0,0.0,,,,,,,,,left_only
50006710564,3.0,2.0,0.0,,,,,,,,,left_only
50006710574,4.0,3.0,0.0,,,,,,,,,left_only
50006710584,5.0,3.0,1.0,,,,,,,,,left_only
50006710594,0.0,0.0,2.0,,,,,,,,,left_only
50006710604,4.0,1.0,0.0,,,,,,,,,left_only
50006710614,5.0,6.0,0.0,,,,,,,,,left_only
50006710624,7.0,3.0,0.0,,,,,,,,,left_only
50006710634,7.0,3.0,0.0,,,,,,,,,left_only
50006710644,4.0,2.0,0.0,,,,,,,,,left_only
50006710654,6.0,5.0,0.0,,,,,,,,,left_only
50006710664,5.0,0.0,0.0,,,,,,,,,left_only
50006710674,5.0,2.0,0.0,,,,,,,,,left_only
50006710694,4.0,0.0,0.0,,,,,,,,,left_only
50006710704,7.0,0.0,0.0,,,,,,,,,left_only
50006710714,5.0,0.0,1.0,,,,,,,,,left_only
50006720024,5.0,1.0,2.0,,,,,,,,,left_only
50006720044,1.0,0.0,0.0,,,,,,,,,left_only
50006720054,6.0,2.0,0.0,,,,,,,,,left_only
50006720064,3.0,3.0,0.0,,,,,,,,,left_only
50006720074,0.0,1.0,0.0,,,,,,,,,left_only
50006720084,0.0,2.0,0.0,,,,,,,,,left_only
50006720104,5.0,2.0,0.0,,,,,,,,,left_only
50006720114,3.0,4.0,0.0,,,,,,,,,left_only
50006720124,4.0,2.0,0.0,,,,,,,,,left_only
50006720134,4.0,2.0,0.0,,,,,,,,,left_only
50006720144,2.0,0.0,0.0,,,,,,,,,left_only
50006720164,2.0,0.0,0.0,,,,,,,,,left_only
50006720174,2.0,0.0,0.0,,,,,,,,,left_only
50006720194,0.0,1.0,0.0,,,,,,,,,left_only
50006720204,4.0,3.0,0.0,,,,,,,,,left_only
50006720214,0.0,0.0,0.0,,,,,,,,,left_only
50006720224,0.0,0.0,0.0,,,,,,,,,left_only
50006720234,1.0,1.0,0.0,,,,,,,,,left_only
50006720244,1.0,1.0,0.0,,,,,,,,,left_only
50006720254,3.0,3.0,0.0,,,,,,,,,left_only
50006720264,2.0,1.0,0.0,,,,,,,,,left_only
50006720274,4.0,3.0,0.0,,,,,,,,,left_only
50006720304,4.0,0.0,0.0,,,,,,,,,left_only
50006720314,2.0,0.0,0.0,,,,,,,,,left_only
50006720334,3.0,0.0,0.0,,,,,,,,,left_only
50006720344,1.0,1.0,0.0,,,,,,,,,left_only
50006720354,1.0,2.0,0.0,,,,,,,,,left_only
50006720364,3.0,0.0,0.0,,,,,,,,,left_only
50006720384,5.0,8.0,0.0,,,,,,,,,left_only
50006720424,2.0,0.0,0.0,,,,,,,,,left_only
50006720434,2.0,0.0,0.0,,,,,,,,,left_only
50006720444,7.0,0.0,0.0,,,,,,,,,left_only
50006720454,1.0,0.0,0.0,,,,,,,,,left_only
50006720464,3.0,5.0,0.0,,,,,,,,,left_only
50006720474,1.0,3.0,0.0,,,,,,,,,left_only
50006720484,1.0,0.0,0.0,,,,,,,,,left_only
50006720494,2.0,2.0,0.0,,,,,,,,,left_only
50006720504,3.0,3.0,0.0,,,,,,,,,left_only
50006720514,1.0,1.0,0.0,,,,,,,,,left_only
50006720524,2.0,4.0,0.0,,,,,,,,,left_only
50006720534,9.0,4.0,0.0,,,,,,,,,left_only
50006720544,0.0,3.0,0.0,,,,,,,,,left_only
50006720554,3.0,4.0,0.0,,,,,,,,,left_only
50006720564,4.0,8.0,0.0,,,,,,,,,left_only
50006720574,3.0,0.0,0.0,,,,,,,,,left_only
50006720584,3.0,3.0,0.0,,,,,,,,,left_only
50006720594,3.0,2.0,0.0,,,,,,,,,left_only
50006720604,4.0,2.0,0.0,,,,,,,,,left_only
50006720624,1.0,0.0,0.0,,,,,,,,,left_only
50006720644,2.0,1.0,0.0,,,,,,,,,left_only
50006720654,7.0,1.0,0.0,,,,,,,,,left_only
50006720664,9.0,5.0,0.0,,,,,,,,,left_only
50006720674,5.0,1.0,0.0,,,,,,,,,left_only
50006720684,4.0,3.0,0.0,,,,,,,,,left_only
50006720704,2.0,5.0,3.0,,,,,,,,,left_only
50006720714,8.0,4.0,1.0,,,,,,,,,left_only
50006720724,6.0,1.0,9.0,,,,,,,,,left_only
50006720744,5.0,5.0,0.0,,,,,,,,,left_only
50006720754,2.0,2.0,0.0,,,,,,,,,left_only
50006720764,2.0,0.0,0.0,,,,,,,,,left_only
50006720774,2.0,0.0,0.0,,,,,,,,,left_only
50006720814,5.0,5.0,0.0,,,,,,,,,left_only
50006720824,4.0,5.0,1.0,,,,,,,,,left_only
50009510014,2.0,1.0,0.0,,,,,,,,,left_only
50009510024,2.0,1.0,0.0,,,,,,,,,left_only
50009510034,0.0,1.0,0.0,,,,,,,,,left_only
50009510044,3.0,3.0,0.0,,,,,,,,,left_only
50009510054,4.0,1.0,0.0,,,,,,,,,left_only
50009510064,4.0,6.0,0.0,,,,,,,,,left_only
50009510074,0.0,2.0,0.0,,,,,,,,,left_only
50009510084,2.0,2.0,0.0,,,,,,,,,left_only
50009510094,0.0,0.0,0.0,,,,,,,,,left_only
50009510104,3.0,3.0,5.0,,,,,,,,,left_only
50009510114,4.0,7.0,0.0,,,,,,,,,left_only
50009510124,2.0,0.0,0.0,,,,,,,,,left_only
50009510134,5.0,2.0,0.0,,,,,,,,,left_only
50009510154,2.0,0.0,0.0,,,,,,,,,left_only
50009510164,5.0,1.0,0.0,,,,,,,,,left_only
50009510174,2.0,1.0,1.0,,,,,,,,,left_only
50009510184,2.0,2.0,0.0,,,,,,,,,left_only
50009510194,2.0,2.0,0.0,,,,,,,,,left_only
50009510214,3.0,2.0,0.0,,,,,,,,,left_only
50009510234,4.0,1.0,4.0,,,,,,,,,left_only
50009510244,0.0,0.0,0.0,,,,,,,,,left_only
50009510254,1.0,5.0,0.0,,,,,,,,,left_only
50009510274,2.0,3.0,4.0,,,,,,,,,left_only
50009510284,6.0,7.0,0.0,,,,,,,,,left_only
50009510334,7.0,6.0,0.0,,,,,,,,,left_only
50009510344,5.0,3.0,3.0,,,,,,,,,left_only
50009510354,6.0,2.0,0.0,,,,,,,,,left_only
50009510374,4.0,5.0,0.0,,,,,,,,,left_only
50009510394,8.0,6.0,0.0,,,,,,,,,left_only
50009510404,5.0,1.0,0.0,,,,,,,,,left_only
50009510424,8.0,3.0,0.0,,,,,,,,,left_only
50009510434,4.0,2.0,3.0,,,,,,,,,left_only
50009510444,10.0,0.0,0.0,,,,,,,,,left_only
50009510454,3.0,0.0,0.0,,,,,,,,,left_only
50009510474,8.0,3.0,0.0,,,,,,,,,left_only
50009510494,7.0,2.0,0.0,,,,,,,,,left_only
50009510514,7.0,5.0,0.0,,,,,,,,,left_only
50009510524,4.0,0.0,0.0,,,,,,,,,left_only
50009510534,5.0,4.0,0.0,,,,,,,,,left_only
50009510544,4.0,2.0,0.0,,,,,,,,,left_only
50009510554,7.0,3.0,0.0,,,,,,,,,left_only
50009510564,10.0,2.0,0.0,,,,,,,,,left_only
50009510574,8.0,0.0,0.0,,,,,,,,,left_only
50009510584,8.0,4.0,0.0,,,,,,,,,left_only
50009510604,9.0,1.0,0.0,,,,,,,,,left_only
50009510614,7.0,6.0,1.0,,,,,,,,,left_only
50009510624,2.0,0.0,0.0,,,,,,,,,left_only
50009510634,6.0,0.0,0.0,,,,,,,,,left_only
50009510654,7.0,0.0,0.0,,,,,,,,,left_only
50009510664,7.0,0.0,0.0,,,,,,,,,left_only
50009510674,6.0,1.0,1.0,,,,,,,,,left_only
50009520024,7.0,4.0,2.0,,,,,,,,,left_only
50009520034,9.0,2.0,1.0,,,,,,,,,left_only
50009520044,4.0,1.0,0.0,,,,,,,,,left_only
50009520054,6.0,0.0,0.0,,,,,,,,,left_only
50009520074,2.0,0.0,0.0,,,,,,,,,left_only
50009520084,4.0,0.0,0.0,,,,,,,,,left_only
50009520114,6.0,0.0,0.0,,,,,,,,,left_only
50009520134,3.0,1.0,0.0,,,,,,,,,left_only
50009520144,2.0,0.0,0.0,,,,,,,,,left_only
50009520154,6.0,1.0,0.0,,,,,,,,,left_only
50009520164,4.0,0.0,1.0,,,,,,,,,left_only
50009520174,6.0,8.0,9.0,,,,,,,,,left_only
50009520184,3.0,2.0,0.0,,,,,,,,,left_only
50009520204,1.0,0.0,1.0,,,,,,,,,left_only
50009520214,1.0,4.0,0.0,,,,,,,,,left_only
50009520224,1.0,0.0,0.0,,,,,,,,,left_only
50009520234,0.0,0.0,0.0,,,,,,,,,left_only
50009520244,0.0,0.0,0.0,,,,,,,,,left_only
50009520254,2.0,0.0,0.0,,,,,,,,,left_only
50009520264,6.0,1.0,0.0,,,,,,,,,left_only
50009520274,1.0,0.0,0.0,,,,,,,,,left_only
50009520284,0.0,0.0,0.0,,,,,,,,,left_only
50009520294,6.0,5.0,0.0,,,,,,,,,left_only
50009520314,3.0,0.0,0.0,,,,,,,,,left_only
50009520324,3.0,0.0,0.0,,,,,,,,,left_only
50009520334,4.0,1.0,0.0,,,,,,,,,left_only
50009520344,2.0,1.0,0.0,,,,,,,,,left_only
50009520354,6.0,4.0,9.0,,,,,,,,,left_only
50009520364,6.0,0.0,0.0,,,,,,,,,left_only
50009520384,6.0,1.0,1.0,,,,,,,,,left_only
50009520404,3.0,3.0,0.0,,,,,,,,,left_only
50009520414,1.0,1.0,0.0,,,,,,,,,left_only
50009520424,5.0,7.0,0.0,,,,,,,,,left_only
50009520444,2.0,5.0,0.0,,,,,,,,,left_only
50009520454,4.0,0.0,0.0,,,,,,,,,left_only
50009520464,2.0,2.0,0.0,,,,,,,,,left_only
50009520484,0.0,3.0,1.0,,,,,,,,,left_only
50009520504,7.0,1.0,0.0,,,,,,,,,left_only
50009520524,1.0,5.0,0.0,,,,,,,,,left_only
50009520534,5.0,2.0,0.0,,,,,,,,,left_only
50009520544,3.0,0.0,1.0,,,,,,,,,left_only
50009520554,3.0,4.0,0.0,,,,,,,,,left_only
50009520604,4.0,0.0,1.0,,,,,,,,,left_only
50009520614,2.0,1.0,0.0,,,,,,,,,left_only
50009520624,1.0,3.0,0.0,,,,,,,,,left_only
50009520634,1.0,0.0,0.0,,,,,,,,,left_only
50009520644,0.0,0.0,0.0,,,,,,,,,left_only
50009520654,3.0,0.0,0.0,,,,,,,,,left_only
50009520664,1.0,2.0,2.0,,,,,,,,,left_only
50009520684,5.0,2.0,0.0,,,,,,,,,left_only
50009520694,3.0,0.0,0.0,,,,,,,,,left_only
50009520704,1.0,0.0,0.0,,,,,,,,,left_only
50009520714,1.0,1.0,0.0,,,,,,,,,left_only
50009520724,3.0,2.0,0.0,,,,,,,,,left_only
50009520734,1.0,0.0,0.0,,,,,,,,,left_only
50009520754,6.0,7.0,0.0,,,,,,,,,left_only
50009520764,0.0,0.0,0.0,,,,,,,,,left_only
50009520774,0.0,0.0,0.0,,,,,,,,,left_only
50009520784,2.0,0.0,0.0,,,,,,,,,left_only
50009520804,3.0,0.0,0.0,,,,,,,,,left_only
50009520834,7.0,5.0,5.0,,,,,,,,,left_only
51000910014,4.0,0.0,7.0,,,,,,,,,left_only
51000910034,1.0,1.0,1.0,,,,,,,,,left_only
51000910044,3.0,0.0,0.0,,,,,,,,,left_only
51000910054,4.0,2.0,0.0,,,,,,,,,left_only
51000910064,2.0,0.0,1.0,,,,,,,,,left_only
51000910074,1.0,0.0,0.0,,,,,,,,,left_only
51000910084,1.0,2.0,0.0,,,,,,,,,left_only
51000910094,1.0,0.0,1.0,,,,,,,,,left_only
51000910104,0.0,0.0,0.0,,,,,,,,,left_only
51000910124,3.0,1.0,8.0,,,,,,,,,left_only
51000910174,1.0,1.0,1.0,,,,,,,,,left_only
51000910194,1.0,0.0,0.0,,,,,,,,,left_only
51000910204,0.0,0.0,0.0,,,,,,,,,left_only
51000910254,1.0,0.0,0.0,,,,,,,,,left_only
51000910264,1.0,0.0,0.0,,,,,,,,,left_only
51000910274,2.0,0.0,0.0,,,,,,,,,left_only
51000910284,0.0,0.0,0.0,,,,,,,,,left_only
51000910324,2.0,2.0,0.0,,,,,,,,,left_only
51000910334,1.0,1.0,0.0,,,,,,,,,left_only
51000910344,2.0,1.0,0.0,,,,,,,,,left_only
51000910354,0.0,0.0,0.0,,,,,,,,,left_only
51000910364,2.0,0.0,0.0,,,,,,,,,left_only
51000910384,0.0,0.0,0.0,,,,,,,,,left_only
51000910394,2.0,3.0,0.0,,,,,,,,,left_only
51000910424,0.0,0.0,0.0,,,,,,,,,left_only
51000910464,1.0,0.0,0.0,,,,,,,,,left_only
51000910494,5.0,0.0,1.0,,,,,,,,,left_only
51000910504,2.0,4.0,1.0,,,,,,,,,left_only
51000910514,1.0,0.0,0.0,,,,,,,,,left_only
51000910534,0.0,0.0,0.0,,,,,,,,,left_only
51000910554,0.0,0.0,0.0,,,,,,,,,left_only
51000910564,0.0,0.0,0.0,,,,,,,,,left_only
51000910574,0.0,0.0,0.0,,,,,,,,,left_only
51000910584,3.0,3.0,0.0,,,,,,,,,left_only
51000910594,4.0,1.0,2.0,,,,,,,,,left_only
51000910624,4.0,2.0,5.0,,,,,,,,,left_only
51000910644,4.0,3.0,1.0,,,,,,,,,left_only
51000910654,2.0,2.0,3.0,,,,,,,,,left_only
51000910664,2.0,0.0,0.0,,,,,,,,,left_only
51000910674,4.0,1.0,3.0,,,,,,,,,left_only
51000910684,0.0,0.0,0.0,,,,,,,,,left_only
51000910694,1.0,1.0,0.0,,,,,,,,,left_only
51000920024,0.0,0.0,1.0,,,,,,,,,left_only
51000920034,5.0,3.0,1.0,,,,,,,,,left_only
51000920054,2.0,3.0,0.0,,,,,,,,,left_only
51000920064,0.0,0.0,0.0,,,,,,,,,left_only
51000920084,2.0,2.0,0.0,,,,,,,,,left_only
51000920104,2.0,1.0,0.0,,,,,,,,,left_only
51000920114,4.0,0.0,2.0,,,,,,,,,left_only
51000920134,0.0,0.0,0.0,,,,,,,,,left_only
51000920174,0.0,0.0,0.0,,,,,,,,,left_only
51000920194,0.0,1.0,0.0,,,,,,,,,left_only
51000920214,0.0,0.0,0.0,,,,,,,,,left_only
51000920224,2.0,0.0,0.0,,,,,,,,,left_only
51000920234,0.0,0.0,0.0,,,,,,,,,left_only
51000920264,1.0,4.0,0.0,,,,,,,,,left_only
51000920274,1.0,0.0,6.0,,,,,,,,,left_only
51000920324,3.0,0.0,0.0,,,,,,,,,left_only
51000920334,1.0,2.0,0.0,,,,,,,,,left_only
51000920344,2.0,0.0,0.0,,,,,,,,,left_only
51000920354,1.0,2.0,0.0,,,,,,,,,left_only
51000920374,1.0,3.0,0.0,,,,,,,,,left_only
51000920384,0.0,0.0,0.0,,,,,,,,,left_only
51000920394,0.0,0.0,0.0,,,,,,,,,left_only
51000920404,0.0,0.0,0.0,,,,,,,,,left_only
51000920414,3.0,3.0,0.0,,,,,,,,,left_only
51000920424,0.0,0.0,0.0,,,,,,,,,left_only
51000920434,0.0,0.0,0.0,,,,,,,,,left_only
51000920444,1.0,0.0,0.0,,,,,,,,,left_only
51000920454,0.0,0.0,0.0,,,,,,,,,left_only
51000920534,1.0,1.0,0.0,,,,,,,,,left_only
51000920564,1.0,0.0,0.0,,,,,,,,,left_only
51000920574,1.0,0.0,0.0,,,,,,,,,left_only
51000920604,0.0,0.0,0.0,,,,,,,,,left_only
51000920614,1.0,1.0,0.0,,,,,,,,,left_only
51000920624,0.0,0.0,0.0,,,,,,,,,left_only
51000920634,0.0,0.0,0.0,,,,,,,,,left_only
51000920644,1.0,0.0,0.0,,,,,,,,,left_only
51000920654,0.0,0.0,0.0,,,,,,,,,left_only
51000920674,1.0,2.0,0.0,,,,,,,,,left_only
51000920684,0.0,0.0,0.0,,,,,,,,,left_only
51000920694,0.0,0.0,0.0,,,,,,,,,left_only
51000920714,2.0,0.0,1.0,,,,,,,,,left_only
51000920724,1.0,0.0,0.0,,,,,,,,,left_only
51003410024,3.0,1.0,0.0,,,,,,,,,left_only
51003410034,1.0,0.0,0.0,,,,,,,,,left_only
51003410044,4.0,3.0,0.0,,,,,,,,,left_only
51003410054,4.0,1.0,0.0,,,,,,,,,left_only
51003410064,1.0,3.0,0.0,,,,,,,,,left_only
51003410084,0.0,0.0,0.0,,,,,,,,,left_only
51003410094,1.0,1.0,0.0,,,,,,,,,left_only
51003410104,0.0,0.0,0.0,,,,,,,,,left_only
51003410124,0.0,0.0,0.0,,,,,,,,,left_only
51003410134,1.0,0.0,0.0,,,,,,,,,left_only
51003410144,0.0,0.0,0.0,,,,,,,,,left_only
51003410154,0.0,0.0,0.0,,,,,,,,,left_only
51003410164,0.0,0.0,0.0,,,,,,,,,left_only
51003410174,1.0,0.0,0.0,,,,,,,,,left_only
51003410194,0.0,0.0,0.0,,,,,,,,,left_only
51003410204,0.0,0.0,0.0,,,,,,,,,left_only
51003410214,0.0,0.0,0.0,,,,,,,,,left_only
51003410224,1.0,1.0,0.0,,,,,,,,,left_only
51003410234,2.0,0.0,0.0,,,,,,,,,left_only
51003410244,3.0,3.0,0.0,,,,,,,,,left_only
51003410254,2.0,0.0,0.0,,,,,,,,,left_only
51003410264,1.0,0.0,0.0,,,,,,,,,left_only
51003410274,3.0,3.0,0.0,,,,,,,,,left_only
51003410284,3.0,0.0,0.0,,,,,,,,,left_only
51003410304,3.0,0.0,0.0,,,,,,,,,left_only
51003410314,1.0,2.0,0.0,,,,,,,,,left_only
51003410324,2.0,0.0,0.0,,,,,,,,,left_only
51003410334,1.0,0.0,0.0,,,,,,,,,left_only
51003410344,1.0,0.0,0.0,,,,,,,,,left_only
51003410354,2.0,3.0,0.0,,,,,,,,,left_only
51003410374,2.0,0.0,0.0,,,,,,,,,left_only
51003410384,0.0,1.0,0.0,,,,,,,,,left_only
51003410394,0.0,0.0,0.0,,,,,,,,,left_only
51003410424,1.0,0.0,0.0,,,,,,,,,left_only
51003410434,0.0,0.0,0.0,,,,,,,,,left_only
51003410464,0.0,0.0,0.0,,,,,,,,,left_only
